ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio
2160-03-29,102.0,-393121.0,387.0,,Grade -1,59.0,1051288746.0,3987.0,Undefined,682.0,,-5129.0,-2.126483980402561,-5.0,-11.0,7.233072599786702,2,,-8.0,298.0,29.0,-8223555.0,-2684397.0,-4374028.0,-5776982.0,-67246.0,1.9438668099759298,91.0,-1821942.0,0.8510410100064458,0.13370968292043395,inf,-2.673308650123897e+303
2190-10-15,176.0,525622757.0,1134.0,,Grade -1,125.0,505151728.0,3160.0,Parallel,651.0,Spaceship,-48536.0,-2.922200027814289,3278.0,1728.0,-2.130691320732066,,,229.0,,434.0,-3071073.0,-4610918.0,-1620422.0,-8806511.0,-84943.0,2.6234222823789857,73.0,800157.0,,1.3439022094666049,inf,-2.1163523007926676e+303
2138-04-18,284.0,-815268.0,507.0,,,-18.0,-711669.0,2092.0,,-5.0,Unknown,-2874.0,7.99200026650324,621.0,1952.0,8.795052385250273,no,,-7.0,-17.0,995.0,-2137640.0,-9906524.0,-6807554.0,,-31107.0,-0.0616714787443875,10.0,-5740688.0,2.2974327778338535,2.886434613417137,-17118216.957466338,550.393511346846
2134-09-06,221.0,-979092.0,867.0,Time Traveler,,47.0,502054230.0,7958.0,Undefined,761.0,Unknown,6398587.0,3.113268141446259,-15.0,-10.0,4.192184956337529,no,,293.0,300.0,544.0,-6345628.0,-6475948.0,-8420852.0,-6752732.0,-69527.0,-0.1724789515358387,117.0,-2829658.0,0.5532661933494931,0.2607121322813294,,-92.03024724207862
2109-10-02,216.0,-531986.0,1069.0,Alien,???,10.0,497030029.0,9614.0,,229.0,,838592.0,-1.3756474714296667,,-5.0,,2,Teleportation,-9.0,334.0,210.0,-7292763.0,-2585354.0,-3605893.0,-2212164.0,-28041.0,2.121232021322963,145.0,,0.13016377663595446,1.3234138517130174,-548147020.9132689,19518.14945662669
2173-07-11,299.0,-604454.0,907.0,Time Traveler,Unknown,-41.0,805169029.0,7481.0,Complicated,-9.0,Unknown,,3.6206757092137227,,919.0,5.415396335148155,1,,-7.0,,78.0,-9001411.0,-4764726.0,-4224690.0,-8036386.0,0.0,2.756927359898617,38.0,2200569.0,0.859388467513376,1.3187356180401344,,inf
2162-01-18,87.0,-729283.0,6.0,Alien,,131.0,1592098008.0,493.0,Parallel,417.0,,7864819.0,6.363547521686642,,1323.0,-0.6919723370534268,-1,Alchemy,255.0,440.0,575.0,-54826.0,-50967.0,-4217616.0,-3261349.0,0.0,1.9730210833958788,140.0,-8220870.0,-0.03917284955914002,1.1017405837975793,,inf
2122-12-24,44.0,471266378.0,-50.0,Time Traveler,???,33.0,630272022.0,748.0,,-6.0,Spaceship,9043476.0,7.005060198878586,,-16.0,-4.490499875541803,,,173.0,-11.0,233.0,-6110533.0,-4844562.0,-1526726.0,-9614469.0,-79793.0,-1.965486988906464,43.0,7643282.0,1.9163894229710743,4.010032367203186,21061760069.68832,-264068.3211019553
2183-08-09,,-582112.0,467.0,Alien,,14.0,-440844.0,691.0,Undefined,698.0,Cave,2835603.0,-1.7963332034627726,,-18.0,-3.4948836203985816,,Time Machine,-8.0,182.0,-32.0,-9597800.0,-5747462.0,-9284023.0,-5214133.0,,-1.607502322009213,,-12244827.0,1.985281454260046,,1516871.9772437809,-71.74488143678141
2135-10-12,141.0,-991085.0,327.0,Alien,Grade -1,26.0,565099242.0,9894.0,Parallel,699.0,Cave,-16837.0,3.328452797801355,4077.0,-3.0,,0,,232.0,-6.0,548.0,-437851.0,-3180625.0,-255734.0,-9831952.0,0.0,-1.9949412064104708,57.0,1938758.0,-0.448274924053878,-0.5582778138550206,inf,inf
2164-08-12,235.0,684318880.0,-36.0,Ghost,,-50.0,-288249.0,4742.0,,-7.0,,2000187.0,-3.2526275202091535,310.0,438.0,-0.2069759435023224,1,,-6.0,-28.0,603.0,,-6520140.0,-5776886.0,-2195291.0,-98673.0,2.826026789685275,35.0,-8672280.0,1.932032723905551,1.8356988840944726,-4409486.397011231,24.417007661784183
2196-06-08,58.0,-533904.0,716.0,Alien,Unknown,82.0,1907654028.0,4057.0,Complicated,571.0,,-21918.0,,-13.0,993.0,-4.640183068590904,yes,,252.0,169.0,,-5303545.0,,-4260840.0,-7794097.0,-61325.0,1.7603087981777348,185.0,-5808292.0,0.546455688436664,1.7541268107328818,27885558967.6448,-454717.2776134496
2132-05-30,278.0,751946558.0,968.0,Alien,,29.0,-515539.0,1624.0,Undefined,250.0,Spaceship,4842828.0,8.980701794895797,-17.0,,5.782248240888505,2,,60.0,299.0,787.0,-8330614.0,,-7709942.0,-4008973.0,-94856.0,2.2569253239601883,145.0,-8375899.0,1.7967125785989726,1.2233175665599771,inf,-1.8951812588158006e+303
2138-06-10,239.0,,809.0,Ghost,,-36.0,1075406182.0,,,-5.0,Cave,6677030.0,-3.443118315473381,-19.0,-13.0,,no,,-7.0,-21.0,981.0,,-3759159.0,-2359203.0,-1541771.0,0.0,,84.0,-9449186.0,1.9726941256827373,1.6238010016859525,,inf
2184-05-18,25.0,147732712.0,-164.0,,Unknown,-23.0,-426658.0,7492.0,Complicated,-3.0,,-31101.0,6.707833896741683,-13.0,1780.0,2.1795250231647287,-1,Teleportation,-2.0,316.0,21.0,-9292043.0,-6316563.0,-4766670.0,-8994108.0,-2598.0,-0.33809427213227505,86.0,-4426322.0,0.4722349940399211,0.8579837591388835,,11.971131639722863
2152-05-03,228.0,348567482.0,,,???,-28.0,-350379.0,8593.0,,-5.0,,8133340.0,-1.1586202610023872,-9.0,1839.0,-0.6737721464619888,no,,-7.0,-22.0,602.0,,-8930968.0,-5099311.0,-5657877.0,-29211.0,2.879412265430658,39.0,-3548185.0,0.1488496231337404,0.2098731737802282,-612792.9396328548,-257.4559946721148
2130-01-09,137.0,548020862.0,202.0,Ghost,???,58.0,-771802.0,7076.0,Undefined,268.0,,-27282.0,7.365916634646207,,-17.0,-3.4580477199930804,yes,,-7.0,116.0,13.0,-53385.0,-7595559.0,-2032317.0,,0.0,-0.12713647425778807,72.0,6020472.0,2.3922562264433975,1.1301292380561403,inf,inf
2167-03-09,216.0,284954287.0,213.0,,,,984971813.0,5303.0,Undefined,109.0,,-14440.0,8.624014513042992,-1.0,-15.0,-0.7658211012449732,-1,,-1.0,-21.0,-21.0,-2617743.0,-6600555.0,-6159874.0,-7877290.0,-1303.0,1.6831571889455657,52.0,-3548372.0,2.087144977804805,5.149942423038266,42271234377.21345,-32441458.125259746
2113-11-05,,-857550.0,-156.0,,,94.0,570063999.0,,Complicated,708.0,,-11937.0,6.434507320759083,2971.0,,4.323894170475678,1,,333.0,-15.0,506.0,,,-3653253.0,-7934120.0,-62584.0,-1.4555406490480964,-1.0,332514.0,2.4299981896052945,3.044905292285545,,0.1907356512846734
2188-12-07,190.0,441719263.0,5.0,Alien,Grade -1,62.0,,6488.0,Undefined,,Cave,8616453.0,8.103260908661737,2503.0,805.0,-1.901105779788188,2,Time Machine,-3.0,139.0,595.0,-5637239.0,-4375324.0,-5344179.0,-6395753.0,0.0,-1.754630923933289,78.0,-2141823.0,1.0250195563351185,1.3305647679168275,inf,inf
2122-03-17,143.0,-559071.0,-139.0,Ghost,???,,716551677.0,9597.0,,,Spaceship,1884164.0,7.792123660317781,-18.0,-1.0,-3.8058754726956545,-1,Time Machine,-6.0,-10.0,,-4266641.0,-1701976.0,-8262113.0,-7415375.0,-77791.0,-0.655945208629708,154.0,-4655875.0,1.097290747082605,2.4975198566030565,,-24.220848170096797
2137-09-17,62.0,999318131.0,,Ghost,Unknown,90.0,1375380915.0,,,-2.0,,9670911.0,6.231288338210836,227.0,-10.0,5.744951436839673,yes,Time Machine,289.0,-22.0,227.0,-9361882.0,-553766.0,-2219049.0,-948823.0,0.0,2.7483804160733443,130.0,-10454485.0,0.704585088995956,0.5654855343548586,inf,inf
2174-08-27,190.0,-240012.0,667.0,,,91.0,477983015.0,2555.0,,960.0,,-12156.0,3.9472123080292967,2049.0,1079.0,8.12020258792118,no,Alchemy,-9.0,-44.0,226.0,-9642129.0,-3792803.0,-1588186.0,-8590443.0,-50241.0,1.8819240252517953,59.0,4083969.0,1.2467186234958405,2.685870089105113,10698335692.406506,-212940.09944878696
2147-09-04,285.0,552695485.0,,,Grade -1,88.0,,,Complicated,-8.0,Spaceship,5521622.0,-1.4133610647956525,821.0,842.0,-3.2805978693967424,,Time Machine,,-20.0,170.0,-4555269.0,,-7326747.0,-9988679.0,-54858.0,-0.2424945109749277,19.0,35645.0,1.7629951929002377,3.7001084404867517,-21835604.111029487,297.38565224815864
2191-02-03,6.0,-505169.0,-182.0,Time Traveler,,-23.0,1790218172.0,4756.0,Complicated,-2.0,,3382072.0,,-4.0,461.0,5.081291079191206,0,Alchemy,,,,,-293172.0,-5938125.0,-6816280.0,0.0,1.7179509490217366,69.0,-7023229.0,2.350907270601006,,,inf
2118-12-03,118.0,481624435.0,,,,-9.0,901382919.0,1331.0,,990.0,,-28529.0,,4545.0,-7.0,6.938413705149484,-1,Alchemy,164.0,-28.0,997.0,-4388999.0,-3264255.0,-4253117.0,-1840988.0,0.0,1.8001329163236695,61.0,-12199482.0,0.1410972241962678,0.09123178136293769,,-inf
2169-09-02,206.0,-450135.0,1123.0,Alien,Grade -1,48.0,1771886439.0,4534.0,,-2.0,Cave,3866444.0,-3.2276918985205674,-10.0,-9.0,2.00016414368716,2,,-8.0,140.0,,-9970588.0,-5558250.0,-8965338.0,-3367534.0,-79748.0,1.9007780836757875,197.0,-12347189.0,0.9189617067195317,2.329992709057069,-3440402070.1225767,43092.43650151197
2100-07-26,50.0,983197295.0,830.0,Ghost,Unknown,10.0,1673920480.0,2887.0,Parallel,182.0,Cave,-31999.0,-1.2859165471133416,1905.0,-8.0,-3.1541852870196125,2,Time Machine,265.0,-44.0,,-3887738.0,-3896840.0,-8267064.0,,-89503.0,-0.959894516925573,128.0,-15686983.0,1.1142057273120785,2.552103784888004,-3560015660.5079536,39775.73555643893
2158-12-01,93.0,946212348.0,227.0,,,72.0,1445911329.0,3004.0,Parallel,895.0,Unknown,-32321.0,-4.610085835050083,-3.0,1355.0,-1.1096818747038322,no,,-9.0,-1.0,683.0,,,-5186314.0,-7340206.0,0.0,,112.0,-1141412.0,1.2079809254267804,1.4263835610125621,-1718686791.9728553,-inf
2161-03-23,31.0,-865991.0,940.0,,,13.0,1198615019.0,1633.0,,-3.0,Unknown,-20854.0,-2.163300352155322,3802.0,240.0,-3.876589754684254,no,Teleportation,429.0,,-25.0,-555567.0,-9924797.0,-9062107.0,-1947906.0,-3357.0,-1.2015135905467516,118.0,-13064328.0,1.3969051833094865,1.5597371327508747,15579369608.393291,-4640854.558949446
2164-02-14,14.0,,379.0,,,-20.0,,1492.0,,-5.0,Cave,9161954.0,-2.854636162724984,-5.0,835.0,6.758208993673969,no,,437.0,,47.0,-9698663.0,-7204869.0,-1802336.0,-2224508.0,0.0,-0.43042401411417797,135.0,,2.3061153901085087,4.813169843268919,,inf
2161-05-04,,709860702.0,345.0,,,,-184208.0,3155.0,Undefined,111.0,Unknown,-21005.0,-4.911917464294463,-1.0,-13.0,-1.5219736141762503,0,Time Machine,230.0,-26.0,225.0,-2949734.0,-4453770.0,-9809425.0,-2464266.0,0.0,1.6182184495529666,89.0,-15563494.0,2.601877025556526,3.7836874332398773,580821.2455852095,inf
2149-09-02,280.0,655251472.0,124.0,,,150.0,-879722.0,8627.0,,72.0,Spaceship,-24183.0,-3.820122114402743,2739.0,,6.871464167917141,yes,,-4.0,-30.0,522.0,,-7589889.0,-4202516.0,-8906174.0,-17452.0,-1.435917747474939,0.0,,0.057051843056032725,,inf,-1.0300785783075382e+304
2140-07-30,120.0,-775724.0,-146.0,Time Traveler,Grade -1,-41.0,-430791.0,1929.0,Parallel,,,-41198.0,6.927377557764779,4411.0,1903.0,-2.6262216314329474,no,Time Machine,-5.0,,841.0,,-7567024.0,-5540891.0,-8965003.0,-99049.0,-0.14271647323490066,73.0,1875030.0,1.99438644539598,2.4910235401893024,inf,-1.814953341136524e+303
2117-06-15,218.0,-781713.0,577.0,,,-43.0,1943661845.0,704.0,,-4.0,Unknown,-29721.0,,-3.0,549.0,-1.2705608332032443,-1,Time Machine,379.0,327.0,382.0,-971389.0,-1994095.0,-5468676.0,,-3075.0,-1.5244419239122802,127.0,-6082826.0,1.1768788606565153,3.442758910761796,55762992803.178856,-18134296.937293936
2104-08-06,97.0,-942761.0,791.0,,,98.0,1431978582.0,2910.0,Complicated,,Unknown,-20677.0,9.427088746954652,-16.0,629.0,,no,,-1.0,-39.0,-42.0,-7963837.0,-467276.0,,-4509423.0,,-1.4945279861347678,165.0,-6452109.0,0.9620084946085752,0.9056573546236839,inf,inf
2192-08-13,161.0,-947510.0,-159.0,Time Traveler,,8.0,1403321639.0,961.0,,708.0,Spaceship,-36828.0,9.904097727946013,554.0,865.0,4.358273673428733,yes,Alchemy,-2.0,367.0,,-3816993.0,-4562200.0,-606970.0,-8736201.0,0.0,2.2008046707837643,50.0,,-0.10329894309100052,0.5679953182162427,inf,inf
2144-05-08,91.0,777651505.0,1120.0,,Unknown,127.0,-115427.0,,,-6.0,,9627912.0,5.013731767427314,2454.0,1507.0,7.56736231009038,-1,,442.0,-12.0,818.0,-3898562.0,-8855126.0,-3658735.0,-9003360.0,-30859.0,2.398593769966739,127.0,,-0.2755248695827597,-0.8394924334775696,,-311.9968890761204
2127-02-23,1.0,-823852.0,,,,146.0,1663092406.0,372.0,,-9.0,Cave,-47401.0,6.434462545609187,-16.0,-12.0,,-1,,140.0,-24.0,882.0,-4127938.0,-9151983.0,-3542937.0,-6984757.0,0.0,-0.9847492091489674,,2946113.0,2.9223384205748713,3.2047999312287647,,-inf
2176-05-12,264.0,685749197.0,252.0,,Unknown,147.0,-678913.0,4644.0,Parallel,96.0,Spaceship,247483.0,,3339.0,1526.0,-4.987428294578621,-1,,-2.0,-40.0,,-5365134.0,-5626782.0,-3158382.0,-4536469.0,0.0,1.6007577937617632,111.0,-699661.0,1.7482898291793725,3.4970157874081225,,inf
2161-01-20,90.0,-630533.0,193.0,,,-21.0,-221782.0,7082.0,Undefined,,,2423426.0,7.6802301524403935,-17.0,-8.0,3.5465794951454113,,,53.0,-31.0,-19.0,,-4202657.0,,-1277831.0,-58227.0,-0.04747165497943895,49.0,,1.0834905901263987,1.533989865930235,283509.45037144946,-46.48935116649405
2107-05-18,33.0,302708302.0,1181.0,Time Traveler,???,94.0,-612781.0,8146.0,Undefined,869.0,Spaceship,-9365.0,9.716527289014353,-17.0,1719.0,5.3417609764285885,no,Teleportation,425.0,322.0,801.0,-9113998.0,-6301034.0,-8184178.0,-796977.0,-14190.0,2.73052668175324,103.0,-9611738.0,2.166172268553877,1.6848274555287766,-8603585.441886492,606.9732517185688
2180-09-05,294.0,404581710.0,951.0,Alien,,-31.0,1950304862.0,,,73.0,,-4674.0,-0.4519310155854397,4211.0,1515.0,6.460039811158466,yes,Time Machine,-4.0,485.0,,-7407053.0,-8306544.0,-9745066.0,-9989747.0,0.0,-1.6547997626978135,139.0,-7630322.0,-0.18103543617546225,-0.4798848612914409,2.916869099597162e-48,-inf
2181-05-19,,,,,???,-3.0,-489633.0,8442.0,Complicated,706.0,Spaceship,6464969.0,-4.874818318812781,2477.0,-17.0,-4.884319026227893,yes,Teleportation,52.0,-1.0,-34.0,-7184736.0,-1049589.0,-3106179.0,-7481059.0,,-0.4232921419200468,64.0,1300703.0,1.6260623717643314,3.0588098587227686,-12480785.396300044,-inf
2109-12-07,46.0,,191.0,Alien,???,,344300281.0,,Undefined,-6.0,Spaceship,-31341.0,-2.7588057672230177,1386.0,829.0,6.703280622675911,1,,281.0,-15.0,250.0,,-7135437.0,-1367967.0,-4092879.0,-2561.0,2.33597480560524,88.0,-4700982.0,1.8121405676816145,4.9944280249595945,-1432985810.3565528,559553.7490654248
2171-01-08,300.0,-770664.0,1016.0,Time Traveler,Grade -1,,-126607.0,208.0,Parallel,223.0,,-22776.0,-1.9460932196102636,-4.0,1808.0,4.327371242620608,yes,,,-13.0,-9.0,-7508351.0,-1201218.0,-735552.0,-9881010.0,-37560.0,,-2.0,7683003.0,1.0821921636536376,3.1920440583262097,,0.6063897763578274
2159-10-13,292.0,-711424.0,403.0,Time Traveler,Grade -1,,1294210272.0,9862.0,,-1.0,Cave,-21661.0,-3.407184509370052,3528.0,992.0,-1.0521252588381227,0,,-3.0,-29.0,1.0,-7479033.0,-7459195.0,-1195826.0,-9823899.0,0.0,-1.3493003382247681,132.0,7183569.0,0.384095164259438,,inf,inf
2149-05-31,1.0,-153467.0,680.0,,,78.0,1279160015.0,8848.0,,,,9257301.0,,-10.0,1199.0,3.135285917834758,1,,128.0,-45.0,137.0,-3661046.0,-3355104.0,-2389202.0,-6406835.0,-52267.0,2.5394109808531944,72.0,-1667979.0,2.8410471127408443,4.139452419929296,44125183496.40454,-844403.5586011162
2171-06-23,69.0,-854222.0,901.0,,Unknown,81.0,1811827773.0,4554.0,Undefined,-7.0,Unknown,5295084.0,5.706290394651576,326.0,,-1.1720466904235574,-1,Time Machine,-9.0,245.0,100.0,-9597859.0,-312299.0,-134761.0,-8962598.0,,2.9502243036292843,26.0,4788986.0,0.5539721500595107,1.930787091735881,-2915211397.1308064,-inf
2128-01-05,205.0,-234319.0,-116.0,Ghost,,49.0,1491975260.0,4196.0,,-8.0,Cave,4153915.0,,-18.0,56.0,-0.2760332914821406,no,,-6.0,-15.0,358.0,-571255.0,-2453477.0,-66768.0,-1232339.0,-63319.0,-1.5836262619947614,59.0,-5138382.0,-0.0632107367291847,1.1525493455961546,inf,-2.839105378894669e+303
2143-01-03,253.0,,,Time Traveler,,3.0,830704214.0,9259.0,,227.0,Spaceship,2423714.0,4.9600790315204835,-14.0,-3.0,-0.11957472922425794,2,,33.0,,293.0,-9967409.0,-3310207.0,-90060.0,-4920369.0,0.0,-0.5930544557393378,161.0,-2030625.0,1.7066575217454698,3.7672919732037524,,inf
2160-03-03,138.0,587412684.0,-152.0,,Grade -1,71.0,,9575.0,Undefined,881.0,Unknown,-21380.0,4.916362125133084,2646.0,-11.0,,no,Teleportation,-4.0,-40.0,540.0,-7327766.0,-5378242.0,-101190.0,-8529690.0,-66549.0,,186.0,3343957.0,1.510130402090203,2.1148978481923786,,0.3212670363191032
2165-02-05,70.0,-886005.0,968.0,Alien,,-26.0,1224797281.0,5683.0,Complicated,-4.0,,,3.429465607361159,-9.0,-7.0,,1,Time Machine,-4.0,-48.0,795.0,-1148543.0,-2683722.0,-2254743.0,-5512097.0,-86278.0,2.3886357331167076,120.0,2897456.0,2.141703884073823,1.9864118139811113,inf,
2182-05-11,204.0,-957727.0,-132.0,,Grade -1,80.0,-456884.0,3205.0,Complicated,391.0,Cave,-21137.0,8.400488125769222,510.0,1541.0,6.492813109811077,1,Alchemy,-8.0,-12.0,849.0,-2872642.0,-5108927.0,-9267059.0,-8480238.0,,2.0801265450137727,-1.0,-10302422.0,2.1382409630291406,3.1205057164377883,1188090.9447908022,-32.12536668384865
2103-07-31,187.0,-931171.0,881.0,Alien,,,-463590.0,8259.0,,-3.0,,-40676.0,-3.9585113845765414,2496.0,-13.0,-1.871097835568861,-1,,-7.0,-25.0,-23.0,,-7321734.0,-2035364.0,,-2326.0,2.4361189319247396,194.0,2160756.0,1.6708258000781449,2.003638024578735,,17.487532244196046
2118-07-22,189.0,714703455.0,496.0,Time Traveler,Unknown,,-461725.0,1094.0,Complicated,-5.0,Cave,-28664.0,3.4558072094558696,-11.0,744.0,-2.279731588760121,yes,,-5.0,-27.0,583.0,-3276688.0,,-1486277.0,-221465.0,0.0,2.475167295660242,121.0,-9330339.0,0.22637353198343413,1.2581323355420568,484092.6271901302,inf
2174-08-12,14.0,,278.0,Time Traveler,,,1711132412.0,7436.0,,950.0,Cave,-33697.0,1.6939579745854365,1632.0,-16.0,-4.952326960993256,yes,Teleportation,-2.0,,161.0,-3431942.0,-1784517.0,-4456937.0,-5072190.0,-91838.0,2.377452712989505,45.0,-3198599.0,2.605009397690327,4.455132837645807,inf,-1.9574611107192184e+303
2125-12-10,78.0,698091679.0,,Alien,???,23.0,1485915971.0,,Parallel,-8.0,,-20003.0,-3.6637651246447382,-3.0,1516.0,9.878588282623593,1,,67.0,-23.0,637.0,-1978556.0,,-5242167.0,-6904851.0,0.0,-0.6346160793665585,157.0,215476.0,0.3689905176512952,0.5337418498767466,inf,inf
2160-02-15,257.0,146021853.0,1119.0,Time Traveler,???,,214257121.0,8602.0,Undefined,477.0,,-30906.0,,,-10.0,-0.4665449724141233,yes,,-1.0,,21.0,-6659454.0,-7052280.0,-4000296.0,-6889888.0,,-0.7596917740056919,22.0,2680253.0,,0.5763340613487954,1029030639.3235856,inf
2115-02-22,132.0,-868278.0,994.0,,???,-29.0,722367913.0,9142.0,,-6.0,,-46428.0,9.645349444848838,4248.0,1301.0,-0.5082049054006905,1,Time Machine,30.0,-39.0,59.0,-6808318.0,-3478381.0,-3130889.0,-7616584.0,0.0,-0.020531695381996284,150.0,-4126828.0,0.5552469339821449,0.6992651687004904,,-inf
2180-04-11,48.0,290083824.0,-54.0,Time Traveler,,19.0,-556943.0,3016.0,,430.0,Cave,9888334.0,,2425.0,797.0,-3.9804655795198256,no,,277.0,208.0,181.0,,-5533142.0,-725719.0,-5266572.0,0.0,2.8029028170483654,177.0,1663291.0,,3.6224785839689675,,inf
2110-04-07,15.0,-69591.0,1129.0,,,79.0,1609614212.0,9034.0,Complicated,535.0,,923681.0,-3.654067799141564,-7.0,195.0,-3.0901846542136964,2,,-5.0,-23.0,-8.0,-8310905.0,-7629394.0,,-5009105.0,0.0,,138.0,-3685559.0,0.2251392651458043,1.8160173327617777,24359060900.430756,inf
2187-07-12,36.0,-389920.0,815.0,,Unknown,43.0,1020220095.0,6498.0,,-2.0,Unknown,7116939.0,5.533491895625215,1021.0,1643.0,-2.198169945019587,no,,299.0,,214.0,-1985419.0,-5594531.0,-9205067.0,-7188558.0,-55846.0,-0.8786349471518315,92.0,-3067070.0,0.6678508402852323,1.2029845827099133,,-127.43865272356122
2189-02-25,277.0,124219726.0,408.0,Ghost,???,143.0,-73219.0,5145.0,,-8.0,Unknown,-44408.0,-4.384560732983648,-5.0,1369.0,-0.7360786745388781,2,Teleportation,229.0,-25.0,,-809971.0,-1571530.0,-7509802.0,-8115611.0,-76956.0,-1.2826707713008183,186.0,-2408398.0,1.2979261724645854,3.180780715673367,,0.5770570195956131
2137-02-01,255.0,560387563.0,245.0,Time Traveler,???,-19.0,1564081385.0,,Complicated,608.0,,,-2.642026638616031,202.0,290.0,-2.3400278037932587,-1,Time Machine,343.0,-30.0,187.0,-8127692.0,,-6560329.0,-5389734.0,-45356.0,,108.0,,0.6302879999242008,,-1782794746.0807834,39307.195058664416
2101-10-26,5.0,-481531.0,20.0,Time Traveler,???,55.0,-798676.0,7845.0,Complicated,509.0,,-10777.0,-1.863314447873401,3658.0,906.0,9.37595016026491,,Alchemy,-4.0,443.0,550.0,-8181554.0,-5668594.0,-582431.0,-720965.0,,-1.3871022078144188,34.0,-2085463.0,-0.18738926981712772,,inf,-2.1321154419288568e+303
,188.0,504120440.0,1089.0,,Unknown,93.0,1323875061.0,9477.0,Undefined,-1.0,,-12903.0,3.1723631810086927,-16.0,-8.0,-1.0047393100605602,0,,31.0,,,,-3636556.0,,-6288838.0,0.0,,46.0,-9285414.0,0.19024730893668385,0.35716832979519547,3940385369.9573545,inf
2121-11-21,271.0,837000796.0,-106.0,,???,-50.0,-321739.0,8588.0,,970.0,Spaceship,-46756.0,2.1340729448282483,3156.0,1001.0,9.130984249497734,no,,-6.0,391.0,,-8979098.0,-2981014.0,-2506434.0,-9179744.0,0.0,-0.23877007262673966,194.0,4021196.0,2.2797240757079247,3.696927834125834,991204.8870198431,inf
,75.0,-456325.0,61.0,Alien,Unknown,21.0,924778254.0,6449.0,Undefined,-3.0,Unknown,649690.0,-0.9132683830860531,-6.0,1748.0,-1.342538908118284,yes,Teleportation,,423.0,692.0,-6839943.0,-4606290.0,-9849420.0,-6769492.0,-47420.0,2.650298796373641,157.0,-10225919.0,2.840160666268917,7.353302321135377,,-13.700759173344581
2182-12-20,239.0,-244937.0,696.0,Alien,???,125.0,183759838.0,1371.0,Undefined,-9.0,Cave,4668161.0,3.651351878357673,-18.0,-5.0,-0.6118793031873508,,,342.0,-40.0,676.0,-6243012.0,-3593888.0,-1024384.0,-1223125.0,,2.721868337263354,,,0.019529112095754142,0.9960319654225996,inf,inf
2109-01-18,259.0,,894.0,Alien,,-1.0,-367042.0,5093.0,Complicated,-5.0,,-5874.0,-1.6161672938017975,4017.0,501.0,3.148125666226096,2,Teleportation,-4.0,373.0,,-1412910.0,-7227541.0,-4311667.0,-7304204.0,0.0,-1.4077688704071563,115.0,-5329603.0,1.8835666835838234,2.766026800170392,846040.0073234506,inf
2148-05-24,,-409926.0,18.0,,,90.0,-291515.0,4108.0,Complicated,-2.0,Spaceship,-13143.0,-2.8466321425877243,4219.0,155.0,2.9422353550157334,-1,,55.0,142.0,962.0,-9712779.0,-5587082.0,-2619738.0,-812105.0,0.0,2.630745117731645,181.0,-7637195.0,2.6695292137475266,4.494233718663435,1091780.4520801427,inf
2165-07-17,,-9727.0,-109.0,Alien,Unknown,-36.0,,7388.0,,922.0,Cave,-16263.0,7.160429974060975,-2.0,289.0,2.728232710402282,,Teleportation,168.0,,,-3945829.0,-8873923.0,,-9521148.0,0.0,-0.9010970110849863,116.0,-1570664.0,0.5470000076081785,0.9152459263513368,,
2164-10-16,126.0,-191897.0,-74.0,Alien,,2.0,344006296.0,4289.0,,100.0,,-2944.0,-1.4286826858907564,2382.0,1925.0,-0.6780828727163426,1,,387.0,477.0,443.0,-5185218.0,-4306909.0,-2514666.0,-5060815.0,-56583.0,-0.14657798795564125,-1.0,-224658.0,2.4031160716421067,5.252969665468166,inf,-3.1770905304814446e+303
2104-06-25,165.0,-40543.0,-121.0,Ghost,Unknown,121.0,1281807192.0,470.0,Undefined,358.0,,-7447.0,,-6.0,-3.0,7.471667314597138,yes,,-9.0,-16.0,656.0,-4159021.0,-8702165.0,-2140045.0,-4597065.0,,-1.9246322261002238,63.0,-2606346.0,2.6672751998254145,6.504467670468662,69478945334.48515,inf
,204.0,133319676.0,1061.0,,,-43.0,-6914.0,7259.0,,83.0,Unknown,-20904.0,-4.116882869877043,-15.0,,4.837540904580679,yes,,469.0,-48.0,-27.0,-680349.0,-9943633.0,-7562791.0,-6865967.0,-13025.0,1.765494287085668,55.0,-5449774.0,0.5482426164256511,1.4428199240569133,8313.047462441249,0.9666758186225528
2175-12-02,71.0,,782.0,Time Traveler,,23.0,-215772.0,9615.0,Undefined,685.0,Cave,-36864.0,-3.208385357053084,4425.0,-16.0,7.762402666200758,,,397.0,434.0,219.0,-3608469.0,-1177181.0,-4319517.0,-7612743.0,0.0,-1.614480889298582,91.0,-2065682.0,-0.3014071647102359,,134483.42193365988,inf
